Role_ID,Industry,Human_Labor_Cost_hr,Tokens_per_Human_Hour,Inference_Cost_2026,Agent_Labor_Equivalent_Cost,Substitution_Elasticity,AI_Augmentation_Factor,Automation_Risk_Index,Hardware_CapEx_Sensitivity,Regulatory_Moat,Substitution_Year_Est
REL-054,Real Estate,131.0,160519.0,0.1936,0.0311,1.18,0.27,100,0.62,Low,2026
LOG-017,Logistics,56.0,123592.0,0.0857,0.0106,0.84,0.67,100,0.35,Low,2028
REL-065,Real Estate,108.0,137800.0,0.2021,0.0278,0.95,0.71,100,0.49,High,2030
EDU-070,Education,72.0,256327.0,0.2199,0.0564,1.02,0.59,100,0.64,Med,2030
CON-023,Consulting,102.0,207016.0,0.65,0.1346,0.97,1.0,89,0.22,High,2030
HLT-002,Healthcare,66.0,186112.0,0.4306,0.0801,1.1,1.0,97,0.23,High,2030
REL-077,Real Estate,104.0,170161.0,0.3483,0.0593,0.85,0.73,100,0.54,High,2031
INS-018,Insurance,81.0,189562.0,0.2238,0.0424,1.08,0.89,100,0.19,High,2030
GOV-049,Government,39.0,67065.0,0.58,0.0389,0.82,0.97,100,0.01,Med,2028
CON-028,Consulting,92.0,140584.0,0.1716,0.0241,1.03,0.61,100,0.35,Low,2028
INS-049,Insurance,109.0,270227.0,0.1928,0.0521,1.05,0.44,100,0.56,Low,2027
REL-060,Real Estate,77.0,100188.0,0.3309,0.0332,0.94,0.66,100,0.32,Low,2028
CON-008,Consulting,115.0,264308.0,-999.0,-999.0,0.89,0.59,100,0.4,Low,2027
MFG-047,Manufacturing,31.0,72118.0,0.118,0.0085,0.99,0.92,100,0.1,Med,2029
CON-037,Consulting,133.0,216632.0,0.2516,0.0545,0.99,0.47,100,0.42,Low,2027
TEL-062,Telecom,67.0,126381.0,0.3126,0.0395,0.88,0.64,100,0.3,Low,2029
TEL-053,Telecom,73.0,140647.0,0.0718,0.0101,1.41,0.54,100,0.49,Low,2028
LOG-049,Logistics,55.0,124396.0,0.1879,0.0234,1.13,0.5,100,0.47,Low,2029
MLO-067,MLOps,125.0,261677.0,0.293,0.0767,1.1,0.51,100,0.68,Med,2030
LOG-043,Logistics,50.0,106158.0,0.3223,0.0342,0.74,0.75,100,0.33,High,2030
HLT-010,Healthcare,122.0,258044.0,0.0564,0.0146,0.97,0.64,100,0.43,Med,2029
CRE-035,Creative,50.0,234276.0,0.6124,0.1435,0.94,0.75,16,0.28,Med,2029
TEL-071,Telecom,80.0,146473.0,0.1077,0.0158,0.74,0.37,100,0.35,Low,2027
EDU-014,Education,69.0,203573.0,0.2768,0.0563,0.73,0.95,100,0.33,High,2031
CON-003,Consulting,124.0,323536.0,0.5949,0.1925,0.96,0.69,84,0.57,Med,2030
HLT-071,Healthcare,132.0,347650.0,0.6551,0.2277,0.83,0.81,64,0.29,Med,2029
GOV-031,Government,63.0,132435.0,0.2513,0.0333,0.94,0.96,100,0.2,High,2031
,,,,0.4141,0.0326,1.07,0.56,100,0.35,Low,2027
CRE-080,Creative,64.0,181106.0,0.6055,0.1097,0.63,0.51,80,0.37,Low,2026
HLT-046,Healthcare,145.0,346821.0,0.1566,0.0543,0.98,0.89,100,0.38,High,2031
TEL-013,Telecom,52.0,126871.0,0.168,0.0213,1.13,0.83,100,0.15,Med,2029
CON-046,Consulting,132.0,313222.0,0.26,0.0814,0.94,0.71,100,0.48,Med,2027
MLO-051,MLOps,82.0,121585.0,0.0327,0.004,1.1,0.78,100,0.22,Med,2027
FIN-002,Finance,97.0,199855.0,0.1045,0.0209,1.04,1.0,100,0.3,High,2031
CRE-009,Creative,94.0,385055.0,0.5263,0.2027,0.64,0.57,56,0.49,Low,2027
TEL-061,Telecom,44.0,76992.0,0.4631,0.0357,1.03,0.63,100,0.31,Low,2028
INS-047,Insurance,86.0,149429.0,0.204,0.0305,0.87,0.45,100,0.5,Low,2028
EDU-004,Education,58.0,158790.0,0.4133,0.0656,0.89,0.77,100,0.28,Med,2028
CON-053,Consulting,137.0,255069.0,0.2393,0.061,0.84,0.71,100,0.37,Med,2027
MLO-022,MLOps,96.0,83215.0,0.3093,0.0257,0.92,0.54,100,0.33,Low,2029
CRE-069,Creative,56.0,253364.0,0.101,0.0256,1.01,0.72,100,0.18,Low,2029
LEG-065,Legal,170.0,339822.0,0.6165,0.2095,0.84,0.92,95,0.23,High,2030
EDU-041,Education,32.0,76948.0,0.3011,0.0232,0.87,1.0,100,0.01,High,2030
REL-043,Real Estate,59.0,93188.0,0.3299,0.0307,0.8,0.77,100,0.17,Med,2028
LOG-001,Logistics,37.0,50298.0,0.0375,0.0019,1.25,0.52,100,0.21,Low,2028
HLT-027,Healthcare,113.0,283806.0,0.0952,0.027,0.72,0.85,100,0.28,High,2031
GOV-037,Government,37.0,65090.0,0.1802,0.0117,0.9,0.85,100,0.19,Med,2029
CRE-036,Creative,90.0,419534.0,0.618,0.2593,0.78,0.38,41,0.57,Low,2028
MLO-006,MLOps,84.0,113936.0,0.1988,0.0227,1.01,0.69,100,0.21,Low,2028
ENR-053,Energy,40.0,70196.0,0.1504,0.0106,0.98,1.0,100,0.01,High,2032
EDU-035,Education,62.0,124800.0,0.7407,0.0924,0.75,0.48,90,0.43,Med,2027
ENR-071,Energy,99.0,288793.0,0.3232,0.0933,0.94,0.6,100,0.39,Low,2028
HLT-023,Healthcare,84.0,199950.0,0.1205,0.0241,1.26,1.0,100,0.04,High,2031
HLT-069,Healthcare,174.0,392314.0,0.5957,0.2337,0.82,0.5,100,0.47,Med,2029
,,,,0.7335,0.1274,0.64,0.61,84,0.4,Med,2030
EDU-044,Education,46.0,100637.0,0.3212,0.0323,1.14,0.47,100,0.4,Low,2026
CRE-041,Creative,85.0,347735.0,0.5467,0.1901,0.7,0.76,48,0.44,Med,2030
INS-080,Insurance,56.0,121622.0,0.1087,0.0132,1.01,1.0,100,0.4,High,2032
,,,,0.4604,0.0365,0.71,1.0,100,0.18,High,2031
TEL-042,Telecom,40.0,72128.0,0.0884,0.0064,1.05,0.7,100,0.22,Low,2026
INS-054,Insurance,71.0,114759.0,0.7447,0.0855,0.86,1.0,100,0.05,High,2032
CRE-076,Creative,77.0,336996.0,0.3229,0.1088,0.83,0.49,96,0.32,Low,2028
ENR-020,Energy,104.0,195550.0,0.4514,0.0883,0.74,0.64,100,0.43,Med,2029
LEG-050,Legal,141.0,271405.0,0.3421,0.0928,0.71,0.96,100,0.26,High,2031
HLT-055,Healthcare,133.0,185148.0,0.4658,0.0862,0.96,0.83,100,0.12,High,2032
MLO-035,MLOps,108.0,178979.0,0.1775,0.0318,0.65,0.53,100,0.62,Low,2028
CON-077,Consulting,97.0,184765.0,0.2591,0.0479,0.97,0.57,100,0.44,Low,2026
RET-073,123abc,31.0,68191.0,0.1022,0.007,0.92,0.56,100,0.25,Low,2029
INS-013,Insurance,63.0,122884.0,0.1065,0.0131,1.14,0.71,100,0.24,Med,2028
HLT-075,Healthcare,100.0,188813.0,0.7045,0.133,0.75,0.82,92,0.32,High,2030
REL-031,Real Estate,65.0,98277.0,0.0526,0.0052,1.01,0.68,100,0.39,Med,2028
INS-073,Insurance,79.0,159316.0,0.1151,0.0183,0.93,0.53,100,0.39,Low,2027
EDU-073,Education,68.0,214885.0,0.7073,0.152,0.75,0.62,55,0.49,Med,2028
LEG-056,Legal,150.0,324690.0,0.4462,0.1449,1.19,0.68,100,0.52,High,2029
HLT-079,Healthcare,138.0,372258.0,0.4902,0.1825,1.05,0.71,99,0.31,High,2031
INS-077,Insurance,49.0,75018.0,0.3081,0.0231,1.13,0.83,100,0.12,Med,2029
CON-029,Consulting,110.0,239106.0,0.7538,0.1802,0.94,0.64,88,0.42,Low,2026
ENR-014,Energy,98.0,218525.0,0.1636,0.0358,1.0,0.87,100,0.47,High,2029
CRE-028,Creative,71.0,312869.0,0.5208,0.1629,0.93,0.53,63,0.38,Low,2029
MLO-002,MLOps,80.0,125152.0,0.3172,0.0397,1.1,0.47,100,0.31,Low,2027
RET-012,Retail,20.0,16861.0,0.0391,0.0007,1.19,0.53,100,0.19,Low,2026
EDU-037,Education,69.0,192766.0,0.2068,0.0399,1.01,0.56,100,0.37,Med,2030
RET-018,Retail,23.0,34414.0,0.101,0.0035,0.95,1.0,100,0.01,High,2032
TEL-030,Telecom,90.0,199876.0,0.2155,0.0431,0.96,0.53,100,0.45,Low,2026
INS-039,Insurance,58.0,132763.0,0.5934,0.0788,0.66,0.75,100,0.26,Med,2028
FIN-057,Finance,67.0,127449.0,0.1641,0.0209,1.0,0.68,100,0.21,Value ,2027
UNKNOWN,Manufacturing,57.0,95573.0,0.2829,0.027,1.04,0.57,100,0.39,Low,2027
RET-079,Retail,34.0,56782.0,0.0701,0.004,0.88,0.61,100,0.32,Low,2027
CRE-029,Creative,66.0,306036.0,0.2061,0.0631,1.1,0.7,100,0.26,Low,2027
CRE-063,Creative,43.0,180032.0,0.2301,0.0414,0.73,1.0,100,0.21,Med,2030
